[00:17:14] 📍 Loaded 754 district venues
[04:17:09] ✅ 6079 → AUTH OK
[04:17:09] ✅ 1041691 → AUTH OK
[04:17:09] ✅ 9176 → AUTH OK
[04:17:09] ✅ 19289 → AUTH OK
[04:17:09] ✅ 24522 → AUTH OK
[04:17:09] ✅ 26729 → AUTH OK
[04:17:09] ✅ 19294 → AUTH OK
[04:17:09] ✅ 1031640 → AUTH OK
[04:17:09] ✅ 43960 → AUTH OK
[04:17:09] ✅ 1009967 → AUTH OK
[04:17:09] ✅ 29510 → AUTH OK
[04:17:09] ✅ 1013662 → AUTH OK
[04:17:09] ✅ 7308 → AUTH OK
[04:17:09] ✅ 10268 → AUTH OK
[04:17:09] ✅ 1055117 → AUTH OK
[04:17:09] ✅ 54684 → AUTH OK
[04:17:09] ✅ 9780 → AUTH OK
[04:17:09] ✅ 32811 → AUTH OK
[04:17:09] ✅ 33645 → AUTH OK
[04:17:09] ✅ 12947 → AUTH OK
[04:17:09] ✅ 984 → AUTH OK
[04:17:09] ✅ 9497 → AUTH OK
[04:17:09] ✅ 1039923 → AUTH OK
[04:17:09] ✅ 1066216 → AUTH OK
[04:17:09] ✅ 9291 → AUTH OK
[04:17:09] ✅ 1041729 → AUTH OK
[04:17:09] ✅ 482 → AUTH OK
[04:17:09] ✅ 1030384 → AUTH OK
[04:17:09] ✅ 22884 → AUTH OK
[04:17:09] ✅ 1041684 → AUTH OK
[04:17:09] ✅ 1018796 → AUTH OK
[04:17:09] ✅ 1041782 → AUTH OK
[04:17:09] ✅ 9527 → AUTH OK
[04:17:09] ✅ 4881 → AUTH OK
[04:17:09] ✅ 4714 → AUTH OK
[04:17:09] ✅ 9653 → AUTH OK
[04:17:09] ✅ 476 → AUTH OK
[04:17:09] ✅ 1008441 → AUTH OK
[04:17:09] ✅ 1039863 → AUTH OK
[04:17:09] ✅ 1089364 → AUTH OK
[04:17:09] ✅ 1056146 → AUTH OK
[04:17:09] ✅ 1065452 → AUTH OK
[04:17:09] ✅ 5103 → AUTH OK
[04:17:09] ✅ 15614 → AUTH OK
[04:17:09] ✅ 1078620 → AUTH OK
[04:17:09] ✅ 24767 → AUTH OK
[04:17:10] ✅ 1049289 → AUTH OK
[04:17:10] ✅ 6035 → AUTH OK
[04:17:10] ✅ 1075662 → AUTH OK
[04:17:10] ✅ 1049288 → AUTH OK
[04:17:10] ✅ 1035939 → AUTH OK
[04:17:10] ✅ 1019544 → AUTH OK
[04:17:10] ✅ 14703 → AUTH OK
[04:17:10] ✅ 1054736 → AUTH OK
[04:17:10] ✅ 52682 → AUTH OK
[04:17:10] ✅ 1004633 → AUTH OK
[04:17:10] ✅ 1092992 → AUTH OK
[04:17:10] ✅ 1041567 → AUTH OK
[04:17:10] ✅ 25008 → AUTH OK
[04:17:10] ✅ 1054735 → AUTH OK
[04:17:10] ✅ 62907 → AUTH OK
[04:17:10] ✅ 3906 → AUTH OK
[04:17:10] ✅ 1027244 → AUTH OK
[04:17:10] ✅ 5061 → AUTH OK
[04:17:10] ✅ 31792 → AUTH OK
[04:17:10] ✅ 26294 → AUTH OK
[04:17:10] ✅ 1024041 → AUTH OK
[04:17:10] ✅ 1054730 → AUTH OK
[04:17:10] ✅ 1042215 → AUTH OK
[04:17:10] ✅ 1056839 → AUTH OK
[04:17:10] ✅ 3976 → AUTH OK
[04:17:10] ✅ 6121 → AUTH OK
[04:17:10] ✅ 38446 → AUTH OK
[04:17:10] ✅ 1009117 → AUTH OK
[04:17:10] ✅ 1059680 → AUTH OK
[04:17:10] ✅ 1009010 → AUTH OK
[04:17:10] ✅ 1056846 → AUTH OK
[04:17:10] ✅ 4976 → AUTH OK
[04:17:10] ✅ 49852 → AUTH OK
[04:17:10] ✅ 4124 → AUTH OK
[04:17:10] ✅ 24880 → AUTH OK
[04:17:10] ✅ 1032344 → AUTH OK
[04:17:10] ✅ 1088219 → AUTH OK
[04:17:10] ✅ 1036955 → AUTH OK
[04:17:10] ✅ 1020755 → AUTH OK
[04:17:10] ✅ 1021629 → AUTH OK
[04:17:10] ✅ 1020453 → AUTH OK
[04:17:10] ✅ 1068242 → AUTH OK
[04:17:10] ✅ 1025576 → AUTH OK
[04:17:10] ✅ 39874 → AUTH OK
[04:17:10] ✅ 9041 → AUTH OK
[04:17:10] ✅ 9100 → AUTH OK
[04:17:10] ✅ 9169 → AUTH OK
[04:17:10] ✅ 15526 → AUTH OK
[04:17:10] ✅ 4038 → AUTH OK
[04:17:10] ✅ 9504 → AUTH OK
[04:17:11] ✅ 4890 → AUTH OK
[04:17:11] ✅ 7504 → AUTH OK
[04:17:11] ✅ 1054742 → AUTH OK
[04:17:11] ✅ 10255 → AUTH OK
[04:17:11] ✅ 9368 → AUTH OK
[04:17:11] ✅ 31788 → AUTH OK
[04:17:11] ✅ 1004635 → AUTH OK
[04:17:11] ✅ 24246 → AUTH OK
[04:17:11] ✅ 1053536 → AUTH OK
[04:17:11] ✅ 1082851 → AUTH OK
[04:17:11] ✅ 56144 → AUTH OK
[04:17:11] ✅ 1013355 → AUTH OK
[04:17:11] ✅ 1012136 → AUTH OK
[04:17:11] ✅ 4174 → AUTH OK
[04:17:11] ✅ 1028879 → AUTH OK
[04:17:11] ✅ 10270 → AUTH OK
[04:17:11] ✅ 1003803 → AUTH OK
[04:17:11] ✅ 7511 → AUTH OK
[04:17:11] ✅ 1004634 → AUTH OK
[04:17:11] ✅ 24981 → AUTH OK
[04:17:11] ✅ 1011192 → AUTH OK
[04:17:11] ✅ 1053155 → AUTH OK
[04:17:11] ✅ 1036114 → AUTH OK
[04:17:11] ✅ Fetched 572 venues with shows
[04:17:11] ✅ DONE | Shows=5 | Movies=3
[04:42:38] 📍 Loaded 754 district venues
[04:42:38] 🚀 DISTRICT DAILY SCRAPER STARTED
[04:42:38] ✅ 1101483 → AUTH OK
[04:42:38] ✅ 1020401 → AUTH OK
[04:42:38] ✅ 1067161 → AUTH OK
[04:42:38] ✅ 1086677 → AUTH OK
[04:42:38] ✅ 1102183 → AUTH OK
[04:42:38] ✅ 1068240 → AUTH OK
[04:42:38] ✅ 1102215 → AUTH OK
[04:42:38] ✅ 1101584 → AUTH OK
[04:42:38] ✅ 1102289 → AUTH OK
[04:42:38] ✅ 1102175 → AUTH OK
[04:42:38] ✅ 61879 → AUTH OK
[04:42:38] ✅ 1068270 → AUTH OK
[04:42:38] ✅ 1096456 → AUTH OK
[04:42:38] ✅ 1102233 → AUTH OK
[04:42:38] ✅ 1102103 → AUTH OK
[04:42:38] ✅ 20856 → AUTH OK
[04:42:38] ✅ 1102311 → AUTH OK
[04:42:38] ✅ 1102096 → AUTH OK
[04:42:39] ✅ 1100725 → AUTH OK
[04:42:39] ✅ 1044502 → AUTH OK
[04:42:39] ✅ 1102127 → AUTH OK
[04:42:39] ✅ 4430 → AUTH OK
[04:42:39] ✅ 1102119 → AUTH OK
[04:42:39] ✅ 539 → AUTH OK
[04:42:39] ✅ 1096482 → AUTH OK
[04:42:39] ✅ 9508 → AUTH OK
[04:42:39] ✅ 1101355 → AUTH OK
[04:42:39] ✅ 1102076 → AUTH OK
[04:42:39] ✅ 51512 → AUTH OK
[04:42:39] ✅ 1102098 → AUTH OK
[04:42:39] ✅ 1102244 → AUTH OK
[04:42:39] ✅ 1102097 → AUTH OK
[04:42:39] ✅ 1101397 → AUTH OK
[04:42:39] ✅ 1102100 → AUTH OK
[04:42:39] ✅ 1096475 → AUTH OK
[04:42:39] ✅ 1583 → AUTH OK
[04:42:39] ✅ 1096734 → AUTH OK
[04:42:39] ✅ 1094756 → AUTH OK
[04:42:39] ✅ 1102280 → AUTH OK
[04:42:39] ✅ 1011906 → AUTH OK
[04:42:39] ✅ 1102186 → AUTH OK
[04:42:39] ✅ 1101450 → AUTH OK
[04:42:39] ✅ 1096524 → AUTH OK
[04:42:39] ✅ 1102272 → AUTH OK
[04:42:39] ✅ 1102173 → AUTH OK
[04:42:39] ✅ 7854 → AUTH OK
[04:42:39] ✅ 9736 → AUTH OK
[04:42:39] ✅ 1102176 → AUTH OK
[04:42:39] ✅ 1095290 → AUTH OK
[04:42:39] ✅ 1102304 → AUTH OK
[04:42:39] ✅ 1101451 → AUTH OK
[04:42:39] ✅ 1082714 → AUTH OK
[04:42:39] ✅ 1102164 → AUTH OK
[04:42:40] ✅ 1102256 → AUTH OK
[04:42:40] ✅ 1102248 → AUTH OK
[04:42:40] ✅ 1102182 → AUTH OK
[04:42:40] ✅ 1102090 → AUTH OK
[04:42:40] ✅ 1102270 → AUTH OK
[04:42:40] ✅ 1102071 → AUTH OK
[04:42:40] ✅ 1102242 → AUTH OK
[04:42:40] ✅ 1102073 → AUTH OK
[04:42:40] ✅ 1102094 → AUTH OK
[04:42:40] ✅ 1102165 → AUTH OK
[04:42:40] ✅ 7257 → AUTH OK
[04:42:40] ✅ 1102095 → AUTH OK
[04:42:40] ✅ 1101568 → AUTH OK
[04:42:40] ✅ 1101521 → AUTH OK
[04:42:40] ✅ 4222 → AUTH OK
[04:42:40] ✅ 1102174 → AUTH OK
[04:42:40] ✅ 1101471 → AUTH OK
[04:42:40] ✅ 1102299 → AUTH OK
[04:42:40] ✅ 1102253 → AUTH OK
[04:42:40] ✅ 1038431 → AUTH OK
[04:42:40] ✅ 1102265 → AUTH OK
[04:42:40] ✅ 1102269 → AUTH OK
[04:42:40] ✅ 1102080 → AUTH OK
[04:42:40] ✅ 1102213 → AUTH OK
[04:42:40] ✅ 1102181 → AUTH OK
[04:42:40] ✅ 1102047 → AUTH OK
[04:42:40] ✅ 1102273 → AUTH OK
[04:42:40] ✅ 1101590 → AUTH OK
[04:42:40] ✅ 1102082 → AUTH OK
[04:42:40] ✅ 1102166 → AUTH OK
[04:42:40] ✅ 1102184 → AUTH OK
[04:42:40] ✅ 1102247 → AUTH OK
[04:42:40] ✅ 1102129 → AUTH OK
[04:42:40] ✅ 1041690 → AUTH OK
[04:42:40] ✅ 28486 → AUTH OK
[04:42:40] ✅ 1102084 → AUTH OK
[04:42:40] ✅ 1056145 → AUTH OK
[04:42:40] ✅ 1102055 → AUTH OK
[04:42:40] ✅ 1102261 → AUTH OK
[04:42:41] ✅ 1031589 → AUTH OK
[04:42:41] ✅ 1102277 → AUTH OK
[04:42:41] ✅ 1031364 → AUTH OK
[04:42:41] ✅ 1102285 → AUTH OK
[04:42:41] ✅ 1060495 → AUTH OK
[04:42:41] ✅ 1691 → AUTH OK
[04:42:41] ✅ 1102123 → AUTH OK
[04:42:41] ✅ 1102291 → AUTH OK
[04:42:41] ✅ 1102241 → AUTH OK
[04:42:41] ✅ 1101387 → AUTH OK
[04:42:41] ✅ 1102137 → AUTH OK
[04:42:41] ✅ 1101368 → AUTH OK
[04:42:41] ✅ 1102106 → AUTH OK
[04:42:41] ✅ 1102068 → AUTH OK
[04:42:41] ✅ 1042102 → AUTH OK
[04:42:41] ✅ 1101423 → AUTH OK
[04:42:41] ✅ 1078022 → AUTH OK
[04:42:41] ✅ 1053154 → AUTH OK
[04:42:41] ✅ 1102125 → AUTH OK
[04:42:41] ✅ 1102132 → AUTH OK
[04:42:41] ✅ 1102147 → AUTH OK
[04:42:41] ✅ 1080585 → AUTH OK
[04:42:41] ✅ 1102120 → AUTH OK
[04:42:41] ✅ 1102168 → AUTH OK
[04:42:41] ✅ 4132 → AUTH OK
[04:42:41] ✅ 1100831 → AUTH OK
[04:42:41] ✅ 1102258 → AUTH OK
[04:42:41] ✅ 1078001 → AUTH OK
[04:42:41] ✅ 1101219 → AUTH OK
[04:42:41] ✅ 1102284 → AUTH OK
[04:42:41] ✅ 1102069 → AUTH OK
[04:42:41] ✅ 20834 → AUTH OK
[04:42:41] ✅ 1039880 → AUTH OK
[04:42:41] ✅ 1102067 → AUTH OK
[04:42:41] ✅ 1101217 → AUTH OK
[04:42:41] ✅ 1041689 → AUTH OK
[04:42:41] ✅ 1037501 → AUTH OK
[04:42:41] ✅ 1102276 → AUTH OK
[04:42:41] ✅ 1101388 → AUTH OK
[04:42:41] ✅ 1102134 → AUTH OK
[04:42:41] ✅ 5172 → AUTH OK
[04:42:41] ✅ 43628 → AUTH OK
[04:42:41] ✅ 4911 → AUTH OK
[04:42:41] ✅ 1101452 → AUTH OK
[04:42:41] ✅ 1102281 → AUTH OK
[04:42:41] ✅ 1102124 → AUTH OK
[04:42:41] ✅ 1102078 → AUTH OK
[04:42:41] ✅ 1102275 → AUTH OK
[04:42:42] ✅ 5100 → AUTH OK
[04:42:42] ✅ 1011900 → AUTH OK
[04:42:42] ✅ 1102236 → AUTH OK
[04:42:42] ✅ 14699 → AUTH OK
[04:42:42] ✅ 1020826 → AUTH OK
[04:42:42] ✅ 1102135 → AUTH OK
[04:42:42] ✅ 14697 → AUTH OK
[04:42:42] ✅ 1102294 → AUTH OK
[04:42:42] ✅ 1014604 → AUTH OK
[04:42:42] ✅ 1052124 → AUTH OK
[04:42:42] ✅ 4175 → AUTH OK
[04:42:42] ✅ 1092639 → AUTH OK
[04:42:42] ✅ 1101222 → AUTH OK
[04:42:42] ✅ 1094757 → AUTH OK
[04:42:42] ✅ 1054725 → AUTH OK
[04:42:42] ✅ 1027478 → AUTH OK
[04:42:42] ✅ 1092638 → AUTH OK
[04:42:42] ✅ 1101523 → AUTH OK
[04:42:42] ✅ 1088548 → AUTH OK
[04:42:42] ✅ 1102228 → AUTH OK
[04:42:42] ✅ 1094680 → AUTH OK
[04:42:42] ✅ 27908 → AUTH OK
[04:42:42] ✅ 13772 → AUTH OK
[04:42:42] ✅ 1054741 → AUTH OK
[04:42:42] ✅ 1102075 → AUTH OK
[04:42:42] ✅ 1102104 → AUTH OK
[04:42:42] ✅ 1039949 → AUTH OK
[04:42:42] ✅ 27047 → AUTH OK
[04:42:42] ✅ 1102239 → AUTH OK
[04:42:42] ✅ 1095009 → AUTH OK
[04:42:42] ✅ 1102227 → AUTH OK
[04:42:42] ✅ 1088547 → AUTH OK
[04:42:42] ✅ 1102099 → AUTH OK
[04:42:42] ✅ 16605 → AUTH OK
[04:42:42] ✅ 1102108 → AUTH OK
[04:42:42] ✅ 1102107 → AUTH OK
[04:42:42] ✅ 1060262 → AUTH OK
[04:42:42] ✅ 11272 → AUTH OK
[04:42:42] ✅ 1101449 → AUTH OK
[04:42:42] ✅ 4918 → AUTH OK
[04:42:42] ✅ 7686 → AUTH OK
[04:42:42] ✅ 29761 → AUTH OK
[04:42:42] ✅ 1102121 → AUTH OK
[04:42:42] ✅ 1042632 → AUTH OK
[04:42:43] ✅ 1037507 → AUTH OK
[04:42:43] ✅ 1031592 → AUTH OK
[04:42:43] ✅ 1101384 → AUTH OK
[04:42:43] ✅ 1102133 → AUTH OK
[04:42:43] ✅ 6081 → AUTH OK
[04:42:43] ✅ 3943 → AUTH OK
[04:42:43] ✅ 1102122 → AUTH OK
[04:42:43] ✅ 4184 → AUTH OK
[04:42:43] ✅ 1037033 → AUTH OK
[04:42:43] ✅ 11264 → AUTH OK
[04:42:43] ✅ 1044503 → AUTH OK
[04:42:43] ✅ 1051040 → AUTH OK
[04:42:43] ✅ 1078025 → AUTH OK
[04:42:43] ✅ 1102116 → AUTH OK
[04:42:43] ✅ 1049243 → AUTH OK
[04:42:43] ✅ 1041688 → AUTH OK
[04:42:43] ✅ 50915 → AUTH OK
[04:42:43] ✅ 29998 → AUTH OK
[04:42:43] ✅ 1037496 → AUTH OK
[04:42:43] ✅ 1074151 → AUTH OK
[04:42:43] ✅ 1030389 → AUTH OK
[04:42:43] ✅ 1040891 → AUTH OK
[04:42:43] ✅ 1102126 → AUTH OK
[04:42:43] ✅ 7714 → AUTH OK
[04:42:43] ✅ 1065383 → AUTH OK
[04:42:43] ✅ 1093265 → AUTH OK
[04:42:43] ✅ 1039878 → AUTH OK
[04:42:43] ✅ 1094334 → AUTH OK
[04:42:43] ✅ 1024804 → AUTH OK
[04:42:43] ✅ 1039847 → AUTH OK
[04:42:43] ✅ 1031638 → AUTH OK
[04:42:43] ✅ 1039860 → AUTH OK
[04:42:43] ✅ 1037228 → AUTH OK
[04:42:43] ✅ 1008705 → AUTH OK
[04:42:43] ✅ 1009194 → AUTH OK
[04:42:43] ✅ 1076602 → AUTH OK
[04:42:43] ✅ 1031636 → AUTH OK
[04:42:43] ✅ 1047659 → AUTH OK
[04:42:43] ✅ 1039875 → AUTH OK
[04:42:43] ✅ 1041687 → AUTH OK
[04:42:43] ✅ 1039846 → AUTH OK
[04:42:43] ✅ 4106 → AUTH OK
[04:42:43] ✅ 28206 → AUTH OK
[04:42:43] ✅ 1041672 → AUTH OK
[04:42:43] ✅ 1042465 → AUTH OK
[04:42:43] ✅ 2855 → AUTH OK
[04:42:43] ✅ 1039862 → AUTH OK
[04:42:44] ✅ 1096733 → AUTH OK
[04:42:44] ✅ 9292 → AUTH OK
[04:42:44] ✅ 1001773 → AUTH OK
[04:42:44] ✅ 1097120 → AUTH OK
[04:42:44] ✅ 25805 → AUTH OK
[04:42:44] ✅ 1089130 → AUTH OK
[04:42:44] ✅ 1039864 → AUTH OK
[04:42:44] ✅ 1024343 → AUTH OK
[04:42:44] ✅ 7258 → AUTH OK
[04:42:44] ✅ 1039850 → AUTH OK
[04:42:44] ✅ 4097 → AUTH OK
[04:42:44] ✅ 1036959 → AUTH OK
[04:42:44] ✅ 1018795 → AUTH OK
[04:42:44] ✅ 1041685 → AUTH OK
[04:42:44] ✅ 9242 → AUTH OK
[04:42:44] ✅ 1088822 → AUTH OK
[04:42:44] ✅ 1039865 → AUTH OK
[04:42:44] ✅ 9365 → AUTH OK
[04:42:44] ✅ 1040466 → AUTH OK
[04:42:44] ✅ 27151 → AUTH OK
[04:42:44] ✅ 36376 → AUTH OK
[04:42:44] ✅ 25803 → AUTH OK
[04:42:44] ✅ 1039849 → AUTH OK
[04:42:44] ✅ 44361 → AUTH OK
[04:42:44] ✅ 1041244 → AUTH OK
[04:42:44] ✅ 7543 → AUTH OK
[04:42:44] ✅ 1098929 → AUTH OK
[04:42:44] ✅ 1039851 → AUTH OK
[04:42:44] ✅ 1046654 → AUTH OK
[04:42:44] ✅ 4693 → AUTH OK
[04:42:44] ✅ 7813 → AUTH OK
[04:42:44] ✅ 1041449 → AUTH OK
[04:42:44] ✅ 1039848 → AUTH OK
[04:42:44] ✅ 13958 → AUTH OK
[04:42:44] ✅ 7301 → AUTH OK
[04:42:44] ✅ 14120 → AUTH OK
[04:42:44] ✅ 56048 → AUTH OK
[04:42:44] ✅ 9920 → AUTH OK
[04:42:44] ✅ 7841 → AUTH OK
[04:42:44] ✅ 4380 → AUTH OK
[04:42:44] ✅ 4189 → AUTH OK
[04:42:44] ✅ 1080239 → AUTH OK
[04:42:44] ✅ 1016089 → AUTH OK
[04:42:44] ✅ 28968 → AUTH OK
[04:42:44] ✅ 1041394 → AUTH OK
[04:42:44] ✅ 27373 → AUTH OK
[04:42:44] ✅ 1018799 → AUTH OK
[04:42:44] ✅ 55733 → AUTH OK
[04:42:44] ✅ 1022965 → AUTH OK
[04:42:44] ✅ 1030438 → AUTH OK
[04:42:44] ✅ 4171 → AUTH OK
[04:42:44] ✅ 1056572 → AUTH OK
[04:42:44] ✅ 60083 → AUTH OK
[04:42:44] ✅ 4178 → AUTH OK
[04:42:44] ✅ 1075746 → AUTH OK
[04:42:44] ✅ 60085 → AUTH OK
[04:42:45] ✅ 1037518 → AUTH OK
[04:42:45] ✅ 1037525 → AUTH OK
[04:42:45] ✅ 1008456 → AUTH OK
[04:42:45] ✅ 17069 → AUTH OK
[04:42:45] ✅ 1041743 → AUTH OK
[04:42:45] ✅ 1018652 → AUTH OK
[04:42:45] ✅ 24521 → AUTH OK
[04:42:45] ✅ 1041728 → AUTH OK
[04:42:45] ✅ 1008418 → AUTH OK
[04:42:45] ✅ 10940 → AUTH OK
[04:42:45] ✅ 1016133 → AUTH OK
[04:42:45] ✅ 1037961 → AUTH OK
[04:42:45] ✅ 1016053 → AUTH OK
[04:42:45] ✅ 1050791 → AUTH OK
[04:42:45] ✅ 1030504 → AUTH OK
[04:42:45] ✅ 1049666 → AUTH OK
[04:42:45] ✅ 9487 → AUTH OK
[04:42:45] ✅ 25804 → AUTH OK
[04:42:45] ✅ 1053618 → AUTH OK
[04:42:45] ✅ 1053400 → AUTH OK
[04:42:45] ✅ 5059 → AUTH OK
[04:42:45] ✅ 1016088 → AUTH OK
[04:42:45] ✅ 55272 → AUTH OK
[04:42:45] ✅ 1042640 → AUTH OK
[04:42:45] ✅ 1036962 → AUTH OK
[04:42:45] ✅ 1007054 → AUTH OK
[04:42:45] ✅ 4891 → AUTH OK
[04:42:45] ✅ 1042635 → AUTH OK
[04:42:45] ✅ 1011174 → AUTH OK
[04:42:45] ✅ 4248 → AUTH OK
[04:42:45] ✅ 1037502 → AUTH OK
[04:42:45] ✅ 1037511 → AUTH OK
[04:42:45] ✅ 28925 → AUTH OK
[04:42:45] ✅ 1042453 → AUTH OK
[04:42:45] ✅ 3960 → AUTH OK
[04:42:45] ✅ 4232 → AUTH OK
[04:42:45] ✅ 1042615 → AUTH OK
[04:42:45] ✅ 3981 → AUTH OK
[04:42:45] ✅ 3910 → AUTH OK
[04:42:45] ✅ 1041504 → AUTH OK
[04:42:45] ✅ 22684 → AUTH OK
[04:42:45] ✅ 19528 → AUTH OK
[04:42:45] ✅ 14702 → AUTH OK
[04:42:45] ✅ 1037526 → AUTH OK
[04:42:45] ✅ 6044 → AUTH OK
[04:42:45] ✅ 32194 → AUTH OK
[04:42:45] ✅ 4028 → AUTH OK
[04:42:45] ✅ 7534 → AUTH OK
[04:42:45] ✅ 1067946 → AUTH OK
[04:42:46] ✅ 14694 → AUTH OK
[04:42:46] ✅ 4008 → AUTH OK
[04:42:46] ✅ 7881 → AUTH OK
[04:42:46] ✅ 43348 → AUTH OK
[04:42:46] ✅ 25860 → AUTH OK
[04:42:46] ✅ 9135 → AUTH OK
[04:42:46] ✅ 6057 → AUTH OK
[04:42:46] ✅ 58633 → AUTH OK
[04:42:46] ✅ 1091219 → AUTH OK
[04:42:46] ✅ 4067 → AUTH OK
[04:42:46] ✅ 10250 → AUTH OK
[04:42:46] ✅ 1019166 → AUTH OK
[04:42:46] ✅ 1005799 → AUTH OK
[04:42:46] ✅ 1089067 → AUTH OK
[04:42:46] ✅ 1012595 → AUTH OK
[04:42:46] ✅ 1092958 → AUTH OK
[04:42:46] ✅ 1050645 → AUTH OK
[04:42:46] ✅ 1018798 → AUTH OK
[04:42:46] ✅ 1020333 → AUTH OK
[04:42:46] ✅ 1005798 → AUTH OK
[04:42:46] ✅ 1025291 → AUTH OK
[04:42:46] ✅ 1037530 → AUTH OK
[04:42:46] ✅ 1015289 → AUTH OK
[04:42:46] ✅ 4608 → AUTH OK
[04:42:46] ✅ 1034383 → AUTH OK
[04:42:46] ✅ 1034375 → AUTH OK
[04:42:46] ✅ 1041725 → AUTH OK
[04:42:46] ✅ 1058533 → AUTH OK
[04:42:46] ✅ 1044095 → AUTH OK
[04:42:46] ✅ 27150 → AUTH OK
[04:42:46] ✅ 1058794 → AUTH OK
[04:42:46] ✅ 1023626 → AUTH OK
[04:42:46] ✅ 1034254 → AUTH OK
[04:42:46] ✅ 1015291 → AUTH OK
[04:42:46] ✅ 1039768 → AUTH OK
[04:42:46] ✅ 1034186 → AUTH OK
[04:42:46] ✅ 27715 → AUTH OK
[04:42:46] ✅ 27716 → AUTH OK
[04:42:46] ✅ 1013208 → AUTH OK
[04:42:46] ✅ 1019593 → AUTH OK
[04:42:46] ✅ 1033632 → AUTH OK
[04:42:46] ✅ 1039751 → AUTH OK
[04:42:46] ✅ 44966 → AUTH OK
[04:42:46] ✅ 7747 → AUTH OK
[04:42:46] ✅ 1063761 → AUTH OK
[04:42:46] ✅ 24929 → AUTH OK
[04:42:46] ✅ 496 → AUTH OK
[04:42:46] ✅ 1088790 → AUTH OK
[04:42:46] ✅ 4306 → AUTH OK
[04:42:46] ✅ 4042 → AUTH OK
[04:42:46] ✅ 1020288 → AUTH OK
[04:42:47] ✅ 28214 → AUTH OK
[04:42:47] ✅ 1088803 → AUTH OK
[04:42:47] ✅ 1037142 → AUTH OK
[04:42:47] ✅ 24351 → AUTH OK
[04:42:47] ✅ 1083399 → AUTH OK
[04:42:47] ✅ 7752 → AUTH OK
[04:42:47] ✅ 1016986 → AUTH OK
[04:42:47] ✅ 1037520 → AUTH OK
[04:42:47] ✅ 52996 → AUTH OK
[04:42:47] ✅ 1067686 → AUTH OK
[04:42:47] ✅ 9373 → AUTH OK
[04:42:47] ✅ 1039424 → AUTH OK
[04:42:47] ✅ 1036961 → AUTH OK
[04:42:47] ✅ 1053939 → AUTH OK
[04:42:47] ✅ 4217 → AUTH OK
[04:42:47] ✅ 15527 → AUTH OK
[04:42:47] ✅ 7222 → AUTH OK
[04:42:47] ✅ 26401 → AUTH OK
[04:42:47] ✅ 16791 → AUTH OK
[04:42:47] ✅ 4332 → AUTH OK
[04:42:47] ✅ 1020190 → AUTH OK
[04:42:47] ✅ 509 → AUTH OK
[04:42:47] ✅ 1015795 → AUTH OK
[04:42:47] ✅ 1003802 → AUTH OK
[04:42:47] ✅ 1063452 → AUTH OK
[04:42:47] ✅ 1041692 → AUTH OK
[04:42:47] ✅ 9420 → AUTH OK
[04:42:47] ✅ 22305 → AUTH OK
[04:42:47] ✅ 6093 → AUTH OK
[04:42:47] ✅ 1003773 → AUTH OK
[04:42:47] ✅ 1008409 → AUTH OK
[04:42:47] ✅ 5041 → AUTH OK
[04:42:47] ✅ 44366 → AUTH OK
[04:42:47] ✅ 30524 → AUTH OK
[04:42:47] ✅ 1030422 → AUTH OK
[04:42:47] ✅ 1005991 → AUTH OK
[04:42:47] ✅ 1065451 → AUTH OK
[04:42:47] ✅ 1041753 → AUTH OK
[04:42:47] ✅ 1008335 → AUTH OK
[04:42:47] ✅ 25938 → AUTH OK
[04:42:47] ✅ 4739 → AUTH OK
[04:42:47] ✅ 1039842 → AUTH OK
[04:42:47] ✅ 9413 → AUTH OK
[04:42:47] ✅ 522 → AUTH OK
[04:42:47] ✅ 26230 → AUTH OK
[04:42:47] ✅ 1039877 → AUTH OK
[04:42:47] ✅ 9411 → AUTH OK
[04:42:47] ✅ 4902 → AUTH OK
[04:42:47] ✅ 32294 → AUTH OK
[04:42:47] ✅ 1040228 → AUTH OK
[04:42:47] ✅ 4107 → AUTH OK
[04:42:48] ✅ 1005804 → AUTH OK
[04:42:48] ✅ 25808 → AUTH OK
[04:42:48] ✅ 25011 → AUTH OK
[04:42:48] ✅ 1021922 → AUTH OK
[04:42:48] ✅ 62637 → AUTH OK
[04:42:48] ✅ 26676 → AUTH OK
[04:42:48] ✅ 1012189 → AUTH OK
[04:42:48] ✅ 9350 → AUTH OK
[04:42:48] ✅ 1037345 → AUTH OK
[04:42:48] ✅ 1037532 → AUTH OK
[04:42:48] ✅ 1039272 → AUTH OK
[04:42:48] ✅ 14166 → AUTH OK
[04:42:48] ✅ 1040731 → AUTH OK
[04:42:48] ✅ 1041505 → AUTH OK
[04:42:48] ✅ 36879 → AUTH OK
[04:42:48] ✅ 4036 → AUTH OK
[04:42:48] ✅ 9551 → AUTH OK
[04:42:48] ✅ 1034324 → AUTH OK
[04:42:48] ✅ 9424 → AUTH OK
[04:42:48] ✅ 31987 → AUTH OK
[04:42:48] ✅ 1005797 → AUTH OK
[04:42:48] ✅ 4733 → AUTH OK
[04:42:48] ✅ 1008404 → AUTH OK
[04:42:48] ✅ 1037506 → AUTH OK
[04:42:48] ✅ 1042439 → AUTH OK
[04:42:48] ✅ 4272 → AUTH OK
[04:42:48] ✅ 1012081 → AUTH OK
[04:42:48] ✅ 9491 → AUTH OK
[04:42:48] ✅ 1031296 → AUTH OK
[04:42:48] ✅ 1071622 → AUTH OK
